customer_id,age,gender,city,branch_code,credit_score,tenure_years,account_balance,estimated_salary,num_products,has_credit_card,is_active_member,is_churned,transaction_id,transaction_date,amount,merchant_category,transaction_type,hour,day_of_week,is_weekend,is_fraud
C00181,54,Male,Islamabad,ISB-001,386,9,472482.81,291315.44,4,1,1,0,TXN0001282,2024-01-01,23700.11,online,transfer,10,0,0,0
C00045,46,Female,Islamabad,ISB-001,469,4,372023.15,130062.26,3,0,1,0,TXN0000319,2024-01-01,13835.44,electronics,transfer,18,0,0,0
C00101,65,Male,Islamabad,ISB-001,387,4,169412.47,478946.23,2,1,0,1,TXN0000727,2024-01-01,19586.57,travel,debit,10,0,0,0
C00032,49,Female,Peshawar,PEW-001,683,9,180904.41,50002.66,3,0,0,0,TXN0000239,2024-01-01,14302.51,online,debit,18,0,0,0
C00450,22,Male,Karachi,KHI-001,784,5,118169.45,480314.54,1,1,0,0,TXN0003148,2024-01-02,21368.2,grocery,debit,17,1,0,0
C00123,45,Female,Lahore,LHR-001,606,2,21770.18,85654.83,4,0,1,0,TXN0000873,2024-01-02,15498.42,electronics,debit,18,1,0,0
C00469,43,Female,Quetta,QTA-001,734,0,199114.85,360903.2,2,1,0,1,TXN0003278,2024-01-02,3109.79,grocery,transfer,15,1,0,0
C00436,34,Male,Peshawar,PEW-001,845,6,82883.63,129210.25,3,0,0,0,TXN0003048,2024-01-02,5215.77,atm,debit,13,1,0,0
C00408,55,Male,Karachi,KHI-001,474,1,26966.45,226798.95,3,0,1,0,TXN0002849,2024-01-02,200937.32,online,debit,13,1,0,1
C00418,36,Male,Islamabad,ISB-001,473,9,29147.87,40692.54,2,0,0,0,TXN0002917,2024-01-02,8146.99,online,credit,12,1,0,0
C00114,49,Male,Islamabad,ISB-001,416,9,235521.56,528226.36,2,1,1,0,TXN0000808,2024-01-02,480239.55,atm,credit,0,1,0,1
C00307,54,Male,Peshawar,PEW-001,643,9,64658.68,252841.73,1,0,1,0,TXN0002133,2024-01-03,22946.47,online,credit,8,2,0,0
C00289,57,Female,Lahore,LHR-001,774,1,479294.54,551972.45,2,0,0,1,TXN0001997,2024-01-03,29768.86,online,transfer,20,2,0,0
C00498,22,Female,Islamabad,ISB-001,450,7,55585.84,256418.07,2,1,1,1,TXN0003474,2024-01-03,20629.05,atm,transfer,21,2,0,0
C00320,33,Female,Karachi,KHI-001,471,8,282535.21,263946.92,4,1,0,0,TXN0002231,2024-01-03,1268.38,atm,transfer,8,2,0,0
C00017,43,Male,Karachi,KHI-001,773,0,413440.67,219615.93,4,0,1,0,TXN0000122,2024-01-03,18030.66,online,credit,14,2,0,0
C00034,36,Female,Islamabad,ISB-001,390,2,268269.45,204734.07,4,0,0,1,TXN0000254,2024-01-03,16406.91,healthcare,debit,13,2,0,0
C00281,37,Male,Lahore,LHR-001,442,10,56031.4,368754.56,4,0,1,0,TXN0001949,2024-01-04,4704.36,electronics,debit,11,3,0,0
C00369,61,Female,Islamabad,ISB-001,744,5,296334.34,393928.67,2,1,1,0,TXN0002557,2024-01-04,1277.93,restaurant,debit,19,3,0,0
C00023,23,Female,Islamabad,ISB-001,725,2,296211.8,355140.16,4,1,0,0,TXN0000176,2024-01-04,7051.98,grocery,debit,23,3,0,0
C00374,43,Female,Karachi,KHI-001,674,9,494646.53,418471.1,4,1,1,0,TXN0002588,2024-01-04,14636.35,online,debit,17,3,0,0
C00105,38,Male,Islamabad,ISB-001,481,10,192756.32,285620.04,4,1,0,0,TXN0000749,2024-01-04,12518.79,electronics,credit,21,3,0,0
C00283,41,Male,Islamabad,ISB-001,736,6,404677.97,399842.54,3,0,1,0,TXN0001966,2024-01-04,50532.02,grocery,debit,14,3,0,0
C00291,61,Male,Karachi,KHI-001,768,2,321279.95,100994.27,2,1,0,1,TXN0002009,2024-01-04,13577.49,travel,debit,19,3,0,0
C00093,36,Male,Islamabad,ISB-001,496,6,56602.25,570516.26,3,1,1,1,TXN0000679,2024-01-05,21954.4,atm,transfer,15,4,0,0
C00428,27,Male,Peshawar,PEW-001,426,5,287802.88,176447.76,4,1,0,0,TXN0002997,2024-01-05,3863.77,travel,transfer,13,4,0,0
C00014,61,Male,Peshawar,PEW-001,786,10,414830.74,465652.68,3,0,0,0,TXN0000101,2024-01-05,7701.71,grocery,debit,13,4,0,0
C00354,50,Male,Islamabad,ISB-001,542,9,6656.45,493336.79,4,0,1,0,TXN0002464,2024-01-05,17936.2,electronics,credit,19,4,0,0
C00101,65,Male,Islamabad,ISB-001,387,4,169412.47,478946.23,2,1,0,1,TXN0000726,2024-01-05,6717.52,grocery,transfer,14,4,0,0
C00403,35,Female,Karachi,KHI-001,583,2,430762.77,69309.77,4,1,1,0,TXN0002813,2024-01-05,3077.75,grocery,transfer,21,4,0,0
C00135,35,Male,Karachi,KHI-001,567,5,96309.12,469925.38,4,1,0,0,TXN0000957,2024-01-05,22949.9,grocery,debit,16,4,0,0
C00134,68,Male,Lahore,LHR-001,611,2,269859.51,451796.17,2,0,1,0,TXN0000953,2024-01-05,23639.82,restaurant,transfer,14,4,0,0
C00333,51,Female,Islamabad,ISB-001,372,10,438949.36,88741.82,3,1,0,0,TXN0002330,2024-01-05,4692.24,travel,debit,13,4,0,0
C00273,26,Male,Lahore,LHR-001,388,4,353938.15,381505.81,1,0,0,0,TXN0001892,2024-01-06,10906.97,atm,credit,3,5,1,0
C00337,54,Female,Lahore,LHR-001,509,2,5117.57,102890.43,4,0,0,0,TXN0002359,2024-01-06,2502.57,restaurant,credit,17,5,1,0
C00413,46,Male,Karachi,KHI-001,834,9,368930.26,462709.18,2,1,0,0,TXN0002883,2024-01-06,43257.75,grocery,credit,9,5,1,0
C00293,56,Female,Lahore,LHR-001,670,3,363431.15,334909.33,2,0,1,0,TXN0002026,2024-01-06,307873.41,online,credit,20,5,1,1
C00231,43,Male,Islamabad,ISB-001,526,1,361500.28,171354.32,4,1,1,0,TXN0001596,2024-01-07,8551.9,electronics,debit,11,6,1,0
C00221,27,Male,Lahore,LHR-001,802,0,450783.29,338057.19,1,0,0,0,TXN0001519,2024-01-07,9097.2,restaurant,withdrawal,13,6,1,0
C00184,34,Male,Lahore,LHR-001,366,7,165375.08,291682.95,3,1,1,0,TXN0001300,2024-01-08,30997.44,restaurant,withdrawal,20,0,0,0
C00161,57,Female,Peshawar,PEW-001,539,5,401371.14,284812.62,4,1,0,0,TXN0001141,2024-01-08,40866.86,grocery,debit,14,0,0,0
C00346,51,Female,Islamabad,ISB-001,789,4,242491.76,547299.02,4,0,1,0,TXN0002409,2024-01-09,29362.16,online,debit,14,1,0,0
C00056,68,Male,Lahore,LHR-001,384,1,55943.44,444257.07,1,0,1,1,TXN0000397,2024-01-09,13820.2,travel,debit,21,1,0,0
C00019,45,Female,Islamabad,ISB-001,635,7,121667.41,457668.73,2,1,1,1,TXN0000140,2024-01-09,13563.14,grocery,withdrawal,15,1,0,0
C00255,61,Male,Karachi,KHI-001,390,2,307150.31,596268.68,4,0,0,1,TXN0001784,2024-01-09,29108.95,grocery,transfer,15,1,0,0
C00413,46,Male,Karachi,KHI-001,834,9,368930.26,462709.18,2,1,0,0,TXN0002882,2024-01-09,1034.82,healthcare,debit,18,1,0,0
C00014,61,Male,Peshawar,PEW-001,786,10,414830.74,465652.68,3,0,0,0,TXN0000096,2024-01-09,33092.86,atm,withdrawal,10,1,0,0
C00261,52,Female,Lahore,LHR-001,551,7,138606.06,468506.88,2,1,1,0,TXN0001816,2024-01-10,929.95,grocery,withdrawal,8,2,0,0
C00135,35,Male,Karachi,KHI-001,567,5,96309.12,469925.38,4,0,0,0,TXN0000960,2024-01-10,4063.06,online,debit,10,2,0,0
C00312,69,Female,Karachi,KHI-001,495,1,398694.21,385716.98,3,0,1,1,TXN0002173,2024-01-10,13184.23,grocery,transfer,18,2,0,0
C00174,65,Female,Lahore,LHR-001,455,4,280577.18,375279.83,1,1,1,0,TXN0001229,2024-01-10,83507.14,grocery,debit,14,2,0,0
C00070,65,Female,Lahore,LHR-001,766,3,301519.54,474450.65,2,0,1,1,TXN0000514,2024-01-10,33780.73,healthcare,debit,8,2,0,0
C00146,47,Male,Quetta,QTA-001,704,7,295789.53,595594.66,4,0,0,1,TXN0001046,2024-01-11,5478.43,restaurant,transfer,13,3,0,0
C00172,49,Male,Quetta,QTA-001,541,0,286874.54,45057.03,4,1,1,0,TXN0001211,2024-01-11,6434.91,grocery,debit,9,3,0,0
C00278,56,Male,Lahore,LHR-001,504,4,6158.0,345584.66,3,0,1,0,TXN0001929,2024-01-11,594.07,travel,credit,20,3,0,0
C00392,46,Male,Karachi,KHI-001,792,8,264890.59,287749.56,3,0,1,0,TXN0002733,2024-01-11,1832.07,atm,credit,12,3,0,0
C00369,61,Female,Islamabad,ISB-001,744,5,296334.34,393928.67,2,0,1,0,TXN0002561,2024-01-12,14694.37,travel,withdrawal,1,4,0,0
C00133,58,Female,Quetta,QTA-001,617,5,431012.85,392108.3,2,1,0,1,TXN0000941,2024-01-12,2507.91,online,credit,17,4,0,0
C00358,54,Male,Lahore,LHR-001,506,7,359198.89,125670.93,2,0,0,0,TXN0002483,2024-01-12,5949.16,restaurant,debit,13,4,0,0
C00175,41,Male,Karachi,KHI-001,712,5,361802.48,262129.47,4,0,1,0,TXN0001239,2024-01-13,25157.12,online,credit,13,5,1,0
C00152,25,Female,Karachi,KHI-001,689,0,251020.91,172043.57,4,0,1,0,TXN0001082,2024-01-13,12563.12,online,debit,18,5,1,0
C00250,62,Male,Islamabad,ISB-001,574,2,38783.6,235201.25,4,0,0,1,TXN0001745,2024-01-13,1953.63,online,debit,16,5,1,0
C00419,64,Female,Karachi,KHI-001,706,1,268638.25,208477.74,2,1,1,0,TXN0002928,2024-01-13,4266.09,grocery,credit,15,5,1,0
C00252,61,Female,Karachi,KHI-001,727,4,221410.73,378774.2,3,1,1,0,TXN0001761,2024-01-13,3627.32,grocery,transfer,2,5,1,0
C00325,59,Male,Multan,MUL-001,637,7,205220.3,521272.84,1,1,1,1,TXN0002266,2024-01-14,4835.3,online,withdrawal,14,6,1,0
C00063,23,Male,Peshawar,PEW-001,498,6,245746.95,121716.36,2,1,1,0,TXN0000448,2024-01-14,17640.99,electronics,credit,16,6,1,0
C00020,65,Male,Quetta,QTA-001,614,9,318710.49,152201.12,3,1,0,0,TXN0000154,2024-01-14,17142.89,online,credit,21,6,1,0
C00028,65,Female,Lahore,LHR-001,658,9,313930.26,91052.11,3,1,1,0,TXN0000213,2024-01-14,2097.08,travel,debit,18,6,1,0
C00428,27,Male,Peshawar,PEW-001,426,5,287802.88,176447.76,4,0,0,0,TXN0002995,2024-01-15,3338.04,online,credit,18,0,0,0
C00361,44,Male,Islamabad,ISB-001,751,9,455617.86,304819.5,1,0,0,0,TXN0002506,2024-01-15,23052.6,electronics,transfer,16,0,0,0
C00454,69,Male,Karachi,KHI-001,765,5,379534.72,320645.68,2,1,1,0,TXN0003181,2024-01-15,12079.28,online,debit,12,0,0,0
C00315,28,Female,Lahore,LHR-001,778,1,230296.12,560579.29,2,0,0,0,TXN0002194,2024-01-15,12146.51,electronics,credit,18,0,0,0
C00338,26,Male,Karachi,KHI-001,662,4,96809.09,41447.05,3,1,0,0,TXN0002363,2024-01-16,7763.69,grocery,transfer,12,1,0,0
C00256,22,Male,Quetta,QTA-001,772,3,474906.86,461359.55,3,0,0,0,TXN0001791,2024-01-16,8916.45,travel,debit,16,1,0,0
C00040,42,Female,Karachi,KHI-001,710,1,366621.82,375063.27,3,1,0,1,TXN0000285,2024-01-16,869737.19,electronics,debit,9,1,0,1
C00445,47,Male,Peshawar,PEW-001,714,5,480851.07,502160.22,3,0,1,0,TXN0003120,2024-01-16,12323.72,atm,credit,15,1,0,0
C00329,48,Female,Lahore,LHR-001,521,7,332519.31,484308.06,3,1,1,0,TXN0002296,2024-01-16,4997.72,online,credit,19,1,0,0
C00318,54,Male,Peshawar,PEW-001,786,10,326832.84,90190.75,3,1,1,0,TXN0002217,2024-01-17,7369.0,online,withdrawal,18,2,0,0
C00319,69,Female,Quetta,QTA-001,835,2,185525.14,441876.04,3,0,0,1,TXN0002220,2024-01-17,16582.96,restaurant,debit,13,2,0,0
C00324,51,Male,Lahore,LHR-001,703,5,223310.92,109004.69,3,0,0,0,TXN0002262,2024-01-17,9619.06,restaurant,credit,21,2,0,0
C00357,56,Female,Peshawar,PEW-001,624,5,427146.8,277409.1,4,1,1,0,TXN0002478,2024-01-17,1134.17,travel,transfer,8,2,0,0
C00098,30,Male,Multan,MUL-001,581,9,86932.65,410059.27,3,0,1,0,TXN0000709,2024-01-17,5319.94,grocery,debit,0,2,0,0
C00477,26,Male,Peshawar,PEW-001,703,3,386637.22,504426.15,1,1,0,0,TXN0003330,2024-01-17,3377.54,atm,withdrawal,15,2,0,0
C00250,62,Male,Islamabad,ISB-001,574,2,38783.6,235201.25,4,1,0,1,TXN0001748,2024-01-18,37239.3,travel,withdrawal,10,3,0,0
C00208,23,Male,Quetta,QTA-001,421,8,285059.43,97853.02,4,1,0,0,TXN0001442,2024-01-18,6728.25,electronics,transfer,16,3,0,0
C00198,53,Female,Karachi,KHI-001,744,0,21942.91,342347.27,4,1,1,0,TXN0001372,2024-01-18,4014.39,atm,withdrawal,18,3,0,0
C00060,57,Female,Islamabad,ISB-001,399,6,303959.15,548378.45,2,0,1,0,TXN0000432,2024-01-18,14526.33,grocery,debit,17,3,0,0
C00290,59,Male,Quetta,QTA-001,617,10,380404.24,495709.12,4,1,1,0,TXN0002001,2024-01-18,9729.38,online,debit,22,3,0,0
C00309,54,Male,Lahore,LHR-001,626,3,100336.52,308342.61,2,0,1,0,TXN0002143,2024-01-19,6006.1,online,debit,11,4,0,0
C00129,48,Male,Karachi,KHI-001,502,6,260010.97,137548.27,4,1,0,0,TXN0000916,2024-01-19,22904.46,restaurant,credit,20,4,0,0
C00009,44,Male,Islamabad,ISB-001,780,1,192718.15,57529.3,3,1,1,0,TXN0000059,2024-01-19,1463.95,restaurant,transfer,17,4,0,0
C00148,34,Male,Karachi,KHI-001,491,6,358459.3,241124.58,3,1,1,0,TXN0001058,2024-01-19,25243.59,restaurant,debit,12,4,0,0
C00232,32,Female,Lahore,LHR-001,524,8,57756.47,579474.23,4,0,1,0,TXN0001608,2024-01-20,2050.42,grocery,withdrawal,12,5,1,0
C00070,65,Female,Lahore,LHR-001,766,3,301519.54,474450.65,2,0,1,1,TXN0000508,2024-01-20,12216.13,online,debit,12,5,1,0
C00042,60,Female,Karachi,KHI-001,459,7,87531.73,178622.38,3,1,1,1,TXN0000299,2024-01-21,19041.96,grocery,withdrawal,19,6,1,0
C00020,65,Male,Quetta,QTA-001,614,9,318710.49,152201.12,3,1,0,0,TXN0000150,2024-01-21,18368.94,atm,transfer,12,6,1,0
C00060,57,Female,Islamabad,ISB-001,399,6,303959.15,548378.45,2,1,1,0,TXN0000435,2024-01-21,3047.59,atm,withdrawal,19,6,1,0
C00466,47,Male,Lahore,LHR-001,708,3,14121.72,126123.04,4,1,1,0,TXN0003257,2024-01-21,323752.01,online,transfer,17,6,1,1
C00479,37,Male,Islamabad,ISB-001,833,2,239419.07,573566.62,4,1,0,0,TXN0003348,2024-01-21,27562.74,grocery,transfer,18,6,1,0
C00358,54,Male,Lahore,LHR-001,506,7,359198.89,125670.93,2,0,0,0,TXN0002486,2024-01-21,2888.83,online,transfer,3,6,1,0
C00472,49,Female,Lahore,LHR-001,629,0,395459.46,308438.49,3,1,0,0,TXN0003302,2024-01-21,282372.53,travel,debit,14,6,1,1
C00141,60,Female,Islamabad,ISB-001,798,6,177946.56,261488.5,3,1,0,0,TXN0001009,2024-01-22,11149.75,atm,debit,9,0,0,0
C00048,47,Male,Lahore,LHR-001,532,9,377439.54,370547.81,1,0,1,0,TXN0000343,2024-01-22,9797.33,atm,debit,15,0,0,0
C00080,44,Male,Karachi,KHI-001,414,6,54893.33,152481.09,2,1,1,0,TXN0000576,2024-01-22,357274.79,atm,withdrawal,12,0,0,1
C00384,30,Female,Lahore,LHR-001,737,5,23182.31,472668.73,2,1,0,0,TXN0002669,2024-01-22,33220.48,grocery,credit,11,0,0,0
C00269,23,Female,Islamabad,ISB-001,400,10,239747.47,206246.79,3,1,1,0,TXN0001866,2024-01-23,1312.68,travel,credit,20,1,0,0
C00069,47,Female,Karachi,KHI-001,521,0,359508.64,233769.28,1,1,1,0,TXN0000497,2024-01-23,20466.97,grocery,credit,16,1,0,0
C00400,29,Male,Islamabad,ISB-001,712,8,375196.44,169264.35,4,1,0,1,TXN0002787,2024-01-24,19939.06,atm,credit,8,2,0,0
C00102,29,Female,Islamabad,ISB-001,625,2,159164.91,309306.15,4,1,1,0,TXN0000729,2024-01-24,6682.25,electronics,transfer,20,2,0,0
C00139,47,Female,Islamabad,ISB-001,729,9,216260.51,369312.69,4,1,0,0,TXN0000991,2024-01-24,37210.86,online,credit,8,2,0,0
C00431,51,Male,Karachi,KHI-001,475,5,432923.98,183946.47,3,0,1,0,TXN0003016,2024-01-24,9724.31,electronics,debit,14,2,0,0
C00095,22,Male,Islamabad,ISB-001,657,6,455789.67,478716.73,1,1,0,0,TXN0000694,2024-01-24,4358.66,grocery,debit,13,2,0,0
C00398,41,Female,Karachi,KHI-001,504,0,234373.47,371974.72,1,1,1,0,TXN0002777,2024-01-25,7533.25,restaurant,transfer,17,3,0,0
C00417,27,Male,Karachi,KHI-001,519,3,349378.57,500211.61,2,1,0,0,TXN0002912,2024-01-25,3300.43,healthcare,debit,19,3,0,0
C00464,24,Male,Lahore,LHR-001,649,9,68582.12,220615.67,4,0,1,0,TXN0003247,2024-01-25,17156.23,atm,transfer,18,3,0,0
C00479,37,Male,Islamabad,ISB-001,833,2,239419.07,573566.62,4,0,0,0,TXN0003343,2024-01-25,3904.11,atm,debit,14,3,0,0
C00395,28,Male,Multan,MUL-001,394,5,248137.24,79161.7,2,1,0,1,TXN0002752,2024-01-25,8564.41,electronics,debit,18,3,0,0
C00229,55,Female,Karachi,KHI-001,780,0,205597.8,449264.51,2,1,1,0,TXN0001580,2024-01-25,627.97,grocery,debit,11,3,0,0
C00383,54,Male,Quetta,QTA-001,380,9,195124.85,547093.88,2,0,0,0,TXN0002655,2024-01-26,17226.59,online,transfer,21,4,0,0
C00140,35,Male,Islamabad,ISB-001,711,2,400892.1,56460.89,3,0,0,0,TXN0001002,2024-01-26,3279.35,online,credit,14,4,0,0
C00420,58,Female,Islamabad,ISB-001,384,10,481250.38,589492.37,4,0,0,1,TXN0002941,2024-01-26,3444.42,grocery,credit,21,4,0,0
C00105,38,Male,Islamabad,ISB-001,481,10,192756.32,285620.04,4,0,0,0,TXN0000755,2024-01-26,1233.69,grocery,transfer,13,4,0,0
C00287,32,Male,Islamabad,ISB-001,607,1,263043.83,572827.99,2,0,0,1,TXN0001990,2024-01-26,24014.56,online,debit,12,4,0,0
C00232,32,Female,Lahore,LHR-001,524,8,57756.47,579474.23,4,0,1,0,TXN0001605,2024-01-26,13651.06,atm,credit,21,4,0,0
C00162,34,Female,Peshawar,PEW-001,485,4,489571.06,94540.3,1,1,1,0,TXN0001150,2024-01-26,21310.02,electronics,credit,13,4,0,0
C00331,55,Female,Lahore,LHR-001,390,2,262483.21,553941.39,2,0,1,0,TXN0002307,2024-01-26,14348.42,grocery,transfer,11,4,0,0
C00378,63,Male,Karachi,KHI-001,465,6,419723.74,48859.81,2,1,0,0,TXN0002617,2024-01-27,18725.89,restaurant,debit,16,5,1,0
C00103,45,Male,Lahore,LHR-001,506,6,117560.83,62822.3,2,1,1,0,TXN0000739,2024-01-28,34966.92,restaurant,transfer,13,6,1,0
C00492,57,Male,Karachi,KHI-001,836,0,410298.89,195541.47,4,1,0,1,TXN0003431,2024-01-28,5532.11,electronics,transfer,21,6,1,0
C00178,49,Male,Islamabad,ISB-001,582,6,303582.71,534877.42,2,1,0,0,TXN0001259,2024-01-28,5988.6,online,credit,8,6,1,0
C00306,57,Male,Peshawar,PEW-001,757,0,159863.15,406628.13,1,0,1,0,TXN0002120,2024-01-28,16023.75,healthcare,transfer,16,6,1,0
C00331,55,Female,Lahore,LHR-001,390,2,262483.21,553941.39,2,1,1,0,TXN0002317,2024-01-28,11182.55,grocery,credit,15,6,1,0
C00075,52,Male,Islamabad,ISB-001,384,0,214680.45,86204.78,1,0,0,0,TXN0000547,2024-01-28,8182.69,online,transfer,0,6,1,0
C00303,56,Female,Islamabad,ISB-001,572,3,499679.98,542160.0,1,1,1,0,TXN0002102,2024-01-29,8821.83,electronics,transfer,9,0,0,0
C00442,49,Male,Karachi,KHI-001,654,4,351000.42,233940.19,2,1,1,0,TXN0003096,2024-01-29,12962.99,grocery,transfer,11,0,0,0
C00404,33,Male,Islamabad,ISB-001,400,8,231428.89,251946.8,4,1,0,0,TXN0002820,2024-01-29,6913.24,online,debit,3,0,0,0
C00389,63,Male,Peshawar,PEW-001,763,4,112080.39,245495.4,4,0,0,0,TXN0002706,2024-01-30,16035.85,grocery,debit,15,1,0,0
C00184,34,Male,Lahore,LHR-001,366,7,165375.08,291682.95,3,1,1,0,TXN0001302,2024-01-30,24783.86,online,withdrawal,11,1,0,0
C00165,43,Female,Karachi,KHI-001,729,3,206952.33,364472.34,3,1,0,1,TXN0001171,2024-01-30,46995.67,grocery,debit,10,1,0,0
C00267,47,Female,Karachi,KHI-001,747,5,81562.71,526584.35,4,1,0,0,TXN0001857,2024-01-30,3602.3,electronics,debit,10,1,0,0
C00388,50,Male,Lahore,LHR-001,674,6,316740.07,264665.23,1,0,0,0,TXN0002694,2024-01-30,5245.04,grocery,debit,18,1,0,0
C00365,46,Male,Quetta,QTA-001,844,0,66596.59,168937.85,2,0,1,0,TXN0002536,2024-01-30,557867.39,atm,transfer,17,1,0,1
C00402,37,Female,Islamabad,ISB-001,824,9,447986.11,146581.92,1,1,0,1,TXN0002798,2024-01-31,522606.88,online,credit,15,2,0,1
C00179,46,Male,Peshawar,PEW-001,614,8,404390.82,287533.65,3,0,0,0,TXN0001270,2024-01-31,29587.17,restaurant,debit,10,2,0,0
C00046,35,Female,Lahore,LHR-001,476,8,288709.67,404850.9,2,0,0,0,TXN0000321,2024-01-31,2332.46,grocery,debit,18,2,0,0
C00305,62,Male,Peshawar,PEW-001,628,7,239239.01,574609.62,4,1,0,0,TXN0002114,2024-01-31,7222.9,electronics,transfer,11,2,0,0
C00448,33,Female,Islamabad,ISB-001,728,10,7546.86,529068.53,4,0,0,1,TXN0003135,2024-01-31,783.38,grocery,transfer,15,2,0,0
C00173,65,Female,Islamabad,ISB-001,667,0,444292.94,369511.07,1,1,1,0,TXN0001221,2024-02-01,4764.07,online,credit,11,3,0,0
C00415,43,Male,Karachi,KHI-001,474,4,130061.3,269307.6,3,1,1,0,TXN0002893,2024-02-01,8041.94,grocery,credit,8,3,0,0
C00135,35,Male,Karachi,KHI-001,567,5,96309.12,469925.38,4,1,0,0,TXN0000959,2024-02-01,6733.48,grocery,credit,11,3,0,0
C00332,42,Female,Multan,MUL-001,412,2,216274.44,277735.36,3,1,0,0,TXN0002320,2024-02-01,2671.95,online,transfer,19,3,0,0
C00461,26,Female,Islamabad,ISB-001,732,2,191464.2,119115.71,1,0,0,0,TXN0003220,2024-02-01,6055.08,atm,debit,17,3,0,0
C00192,58,Female,Karachi,KHI-001,388,1,353453.34,338766.68,1,1,1,0,TXN0001342,2024-02-01,1823.44,electronics,debit,17,3,0,0
C00412,43,Female,Lahore,LHR-001,775,2,466136.8,395577.63,1,0,1,0,TXN0002881,2024-02-01,11826.13,grocery,withdrawal,3,3,0,0
C00100,22,Female,Islamabad,ISB-001,656,9,419557.94,374586.48,2,0,0,0,TXN0000719,2024-02-02,4959.69,online,transfer,19,4,0,0
C00018,23,Female,Lahore,LHR-001,814,0,97270.47,445676.7,2,1,0,1,TXN0000136,2024-02-02,13941.32,travel,debit,23,4,0,0
C00392,46,Male,Karachi,KHI-001,792,8,264890.59,287749.56,3,1,1,0,TXN0002730,2024-02-02,35528.72,grocery,transfer,14,4,0,0
C00178,49,Male,Islamabad,ISB-001,582,6,303582.71,534877.42,2,1,0,0,TXN0001264,2024-02-02,5787.49,electronics,transfer,9,4,0,0
C00430,53,Male,Islamabad,ISB-001,780,5,274170.56,92040.32,2,0,1,0,TXN0003006,2024-02-03,533713.96,atm,debit,9,5,1,1
C00222,53,Female,Quetta,QTA-001,357,10,347154.82,110415.25,1,0,1,0,TXN0001528,2024-02-03,23653.93,atm,transfer,16,5,1,0
C00334,54,Female,Lahore,LHR-001,709,1,211665.51,496819.24,1,0,0,0,TXN0002334,2024-02-03,25102.1,online,transfer,16,5,1,0
C00489,44,Male,Islamabad,ISB-001,599,7,37484.94,372802.82,2,0,0,1,TXN0003415,2024-02-04,8054.32,grocery,transfer,11,6,1,0
C00189,29,Male,Peshawar,PEW-001,772,9,65774.56,252440.81,3,1,0,0,TXN0001327,2024-02-04,50227.19,travel,debit,20,6,1,0
C00281,37,Male,Lahore,LHR-001,442,10,56031.4,368754.56,4,1,1,0,TXN0001953,2024-02-04,1564.36,healthcare,withdrawal,19,6,1,0
C00327,66,Male,Islamabad,ISB-001,544,7,402968.6,143367.67,1,0,1,0,TXN0002284,2024-02-04,8042.67,travel,credit,13,6,1,0
C00202,33,Male,Karachi,KHI-001,394,3,184565.16,169433.31,4,1,1,1,TXN0001399,2024-02-05,6750.76,restaurant,credit,13,0,0,0
C00155,44,Male,Islamabad,ISB-001,490,0,170509.59,377039.01,1,0,1,1,TXN0001108,2024-02-05,772379.7,atm,debit,9,0,0,1
C00230,27,Female,Lahore,LHR-001,564,0,251245.12,127451.75,1,1,1,0,TXN0001594,2024-02-05,17164.24,travel,withdrawal,8,0,0,0
C00304,37,Male,Lahore,LHR-001,758,9,280124.26,79916.95,2,0,0,0,TXN0002107,2024-02-06,300607.51,online,transfer,12,1,0,1
C00234,37,Male,Quetta,QTA-001,687,0,135523.48,410514.12,4,1,0,0,TXN0001626,2024-02-06,9316.94,online,debit,9,1,0,0
C00172,49,Male,Quetta,QTA-001,541,0,286874.54,45057.03,4,1,1,0,TXN0001214,2024-02-06,1544.72,atm,debit,8,1,0,0
C00487,51,Female,Lahore,LHR-001,598,9,299225.95,474965.23,1,1,1,0,TXN0003405,2024-02-07,11192.48,travel,transfer,20,2,0,0
C00124,58,Male,Peshawar,PEW-001,421,7,159179.22,265826.36,1,0,1,0,TXN0000883,2024-02-07,2684.22,online,debit,19,2,0,0
C00311,42,Male,Lahore,LHR-001,456,4,213772.52,133145.7,1,0,0,0,TXN0002160,2024-02-07,9117.03,electronics,transfer,11,2,0,0
C00252,61,Female,Karachi,KHI-001,727,4,221410.73,378774.2,3,1,1,0,TXN0001764,2024-02-07,4730.33,restaurant,debit,14,2,0,0
C00418,36,Male,Islamabad,ISB-001,473,9,29147.87,40692.54,2,1,0,0,TXN0002922,2024-02-07,20491.55,restaurant,credit,9,2,0,0
C00422,29,Female,Quetta,QTA-001,483,10,447767.57,254214.72,1,1,1,0,TXN0002959,2024-02-08,1669.96,atm,debit,13,3,0,0
C00215,22,Male,Lahore,LHR-001,766,6,350928.7,220953.17,3,1,1,0,TXN0001484,2024-02-08,729220.97,online,transfer,9,3,0,1
C00199,53,Female,Peshawar,PEW-001,682,8,416173.98,59145.15,2,0,0,1,TXN0001377,2024-02-08,2593.32,travel,debit,14,3,0,0
C00346,51,Female,Islamabad,ISB-001,789,4,242491.76,547299.02,4,1,1,0,TXN0002411,2024-02-08,980.64,restaurant,transfer,12,3,0,0
C00249,28,Female,Islamabad,ISB-001,462,9,386638.03,363223.73,1,0,0,0,TXN0001740,2024-02-08,10000.63,online,credit,11,3,0,0
