transaction_ref,amount,merchant_category,transaction_type,location,hour,day_of_week,is_weekend,transaction_date,is_fraud
TXN0001583,1024.11,electronics,debit,Quetta,15,0,0,2024-02-02 23:30:00,0
TXN0001584,568741.74,atm,transfer,Multan,0,3,0,2024-02-03 00:00:00,1
TXN0001585,8994.64,restaurant,transfer,Karachi,14,4,0,2024-02-03 00:30:00,0
TXN0001586,4322.7,grocery,withdrawal,Peshawar,15,4,0,2024-02-03 01:00:00,0
TXN0001587,10494.81,atm,transfer,Karachi,9,5,1,2024-02-03 01:30:00,0
TXN0001588,5902.85,electronics,credit,Karachi,10,3,1,2024-02-03 02:00:00,0
TXN0001589,616.57,online,debit,Quetta,16,6,0,2024-02-03 02:30:00,0
TXN0001590,1705.71,online,credit,Peshawar,8,4,1,2024-02-03 03:00:00,0
TXN0001591,205113.42,online,debit,Multan,23,5,0,2024-02-03 03:30:00,1
TXN0001592,10325.34,atm,debit,Peshawar,15,5,0,2024-02-03 04:00:00,0
TXN0001593,18012.25,travel,transfer,Multan,14,3,1,2024-02-03 04:30:00,0
TXN0001594,1000.49,restaurant,debit,Islamabad,20,5,0,2024-02-03 05:00:00,0
TXN0001595,37021.4,atm,debit,Lahore,21,0,1,2024-02-03 05:30:00,0
TXN0001596,1879.77,atm,transfer,Quetta,18,0,0,2024-02-03 06:00:00,0
TXN0001597,94.8,travel,debit,Multan,12,0,1,2024-02-03 06:30:00,0
TXN0001598,47688.85,grocery,debit,Multan,11,1,1,2024-02-03 07:00:00,0
TXN0001599,2639.97,travel,debit,Peshawar,17,0,1,2024-02-03 07:30:00,0
TXN0001600,8821.43,restaurant,transfer,Quetta,17,6,1,2024-02-03 08:00:00,0
TXN0001601,1555.31,grocery,credit,Multan,20,0,1,2024-02-03 08:30:00,0
TXN0001602,6944.36,healthcare,transfer,Islamabad,17,3,1,2024-02-03 09:00:00,0
TXN0001603,18750.17,atm,debit,Karachi,21,4,0,2024-02-03 09:30:00,0
TXN0001604,3087.43,atm,transfer,Multan,17,6,0,2024-02-03 10:00:00,0
TXN0001605,8875.46,online,credit,Peshawar,13,4,1,2024-02-03 10:30:00,0
TXN0001606,1665.09,online,debit,Islamabad,19,0,1,2024-02-03 11:00:00,0
TXN0001607,7842.27,atm,credit,Quetta,18,0,0,2024-02-03 11:30:00,0
TXN0001608,3281.21,travel,credit,Multan,8,0,0,2024-02-03 12:00:00,0
TXN0001609,1898.02,atm,credit,Islamabad,20,5,0,2024-02-03 12:30:00,0
TXN0001610,3005.49,online,credit,Islamabad,12,3,0,2024-02-03 13:00:00,0
TXN0001611,1576.31,atm,debit,Islamabad,21,3,0,2024-02-03 13:30:00,0
TXN0001612,18575.46,atm,credit,Islamabad,11,3,1,2024-02-03 14:00:00,0
TXN0001613,4049.18,grocery,credit,Islamabad,11,4,0,2024-02-03 14:30:00,0
TXN0001614,2251.26,grocery,credit,Islamabad,14,6,0,2024-02-03 15:00:00,0
TXN0001615,4759.57,atm,credit,Lahore,16,6,0,2024-02-03 15:30:00,0
TXN0001616,656619.74,electronics,transfer,Quetta,3,1,1,2024-02-03 16:00:00,1
TXN0001617,10913.74,online,transfer,Karachi,18,4,0,2024-02-03 16:30:00,0
TXN0001618,28384.57,travel,credit,Quetta,20,3,0,2024-02-03 17:00:00,0
TXN0001619,4610.51,grocery,transfer,Peshawar,21,2,1,2024-02-03 17:30:00,0
TXN0001620,15788.17,grocery,debit,Peshawar,19,1,1,2024-02-03 18:00:00,0
TXN0001621,6675.16,atm,transfer,Quetta,15,0,0,2024-02-03 18:30:00,0
TXN0001622,1368.54,online,credit,Islamabad,12,5,1,2024-02-03 19:00:00,0
TXN0001623,9385.55,online,debit,Lahore,13,4,0,2024-02-03 19:30:00,0
TXN0001624,5763.07,restaurant,debit,Karachi,9,5,0,2024-02-03 20:00:00,0
TXN0001625,8412.45,grocery,debit,Multan,20,1,1,2024-02-03 20:30:00,0
TXN0001626,17635.5,electronics,debit,Multan,18,6,0,2024-02-03 21:00:00,0
TXN0001627,4644.76,atm,debit,Islamabad,21,2,1,2024-02-03 21:30:00,0
TXN0001628,18515.45,atm,debit,Quetta,10,1,1,2024-02-03 22:00:00,0
TXN0001629,11111.79,travel,transfer,Multan,12,4,1,2024-02-03 22:30:00,0
TXN0001630,5364.9,healthcare,debit,Quetta,9,3,1,2024-02-03 23:00:00,0
TXN0001631,7395.03,restaurant,debit,Lahore,10,0,0,2024-02-03 23:30:00,0
TXN0001632,3151.23,grocery,transfer,Lahore,11,3,0,2024-02-04 00:00:00,0
TXN0001633,32882.47,grocery,debit,Quetta,13,3,0,2024-02-04 00:30:00,0
TXN0001634,8805.34,atm,transfer,Islamabad,12,4,1,2024-02-04 01:00:00,0
TXN0001635,358.7,electronics,credit,Islamabad,17,3,0,2024-02-04 01:30:00,0
TXN0001636,3163.59,grocery,debit,Islamabad,11,3,1,2024-02-04 02:00:00,0
TXN0001637,7810.76,atm,debit,Multan,20,4,0,2024-02-04 02:30:00,0
TXN0001638,613868.86,travel,debit,Karachi,0,4,1,2024-02-04 03:00:00,1
TXN0001639,193.39,travel,debit,Karachi,19,2,0,2024-02-04 03:30:00,0
TXN0001640,4783.05,grocery,debit,Islamabad,18,3,0,2024-02-04 04:00:00,0
TXN0001641,3236.01,online,debit,Quetta,12,1,1,2024-02-04 04:30:00,0
TXN0001642,4614.28,online,debit,Lahore,12,6,0,2024-02-04 05:00:00,0
TXN0001643,2438.01,grocery,credit,Peshawar,18,0,1,2024-02-04 05:30:00,0
TXN0001644,1439.88,electronics,debit,Lahore,14,5,1,2024-02-04 06:00:00,0
TXN0001645,9347.39,online,transfer,Lahore,8,0,0,2024-02-04 06:30:00,0
TXN0001646,5781.78,restaurant,debit,Peshawar,11,4,0,2024-02-04 07:00:00,0
TXN0001647,1786.69,restaurant,transfer,Islamabad,18,5,0,2024-02-04 07:30:00,0
TXN0001648,3080.47,electronics,debit,Lahore,12,4,1,2024-02-04 08:00:00,0
TXN0001649,7168.14,atm,transfer,Peshawar,15,6,1,2024-02-04 08:30:00,0
TXN0001650,599.77,atm,debit,Multan,19,6,1,2024-02-04 09:00:00,0
TXN0001651,1276.22,atm,credit,Quetta,19,2,1,2024-02-04 09:30:00,0
TXN0001652,608.53,online,debit,Quetta,15,3,1,2024-02-04 10:00:00,0
TXN0001653,13384.02,grocery,credit,Quetta,8,4,1,2024-02-04 10:30:00,0
TXN0001654,11167.82,atm,debit,Islamabad,12,6,1,2024-02-04 11:00:00,0
TXN0001655,11197.08,grocery,credit,Lahore,17,4,1,2024-02-04 11:30:00,0
TXN0001656,10079.42,grocery,debit,Lahore,8,0,1,2024-02-04 12:00:00,0
TXN0001657,8854.42,online,credit,Karachi,8,3,0,2024-02-04 12:30:00,0
TXN0001658,5185.27,healthcare,debit,Quetta,9,2,1,2024-02-04 13:00:00,0
TXN0001659,8224.0,grocery,debit,Islamabad,9,6,1,2024-02-04 13:30:00,0
TXN0001660,312.93,online,credit,Peshawar,16,4,0,2024-02-04 14:00:00,0
TXN0001661,7771.56,electronics,withdrawal,Islamabad,11,4,0,2024-02-04 14:30:00,0
TXN0001662,12036.22,restaurant,credit,Lahore,10,4,1,2024-02-04 15:00:00,0
TXN0001663,5550.91,online,transfer,Quetta,18,0,0,2024-02-04 15:30:00,0
TXN0001664,672172.04,grocery,credit,Karachi,22,6,0,2024-02-04 16:00:00,1
TXN0001665,2599.49,electronics,credit,Multan,19,4,1,2024-02-04 16:30:00,0
TXN0001666,8235.72,travel,debit,Islamabad,9,4,1,2024-02-04 17:00:00,0
TXN0001667,9442.08,grocery,debit,Karachi,13,0,0,2024-02-04 17:30:00,0
TXN0001668,16381.53,grocery,transfer,Lahore,16,4,1,2024-02-04 18:00:00,0
TXN0001669,3352.47,online,credit,Peshawar,12,3,0,2024-02-04 18:30:00,0
TXN0001670,11749.49,travel,credit,Islamabad,11,3,1,2024-02-04 19:00:00,0
TXN0001671,6592.53,atm,credit,Multan,20,0,1,2024-02-04 19:30:00,0
TXN0001672,17153.48,grocery,debit,Lahore,12,3,0,2024-02-04 20:00:00,0
TXN0001673,6003.03,online,debit,Quetta,16,5,0,2024-02-04 20:30:00,0
TXN0001674,5832.35,travel,credit,Islamabad,19,5,0,2024-02-04 21:00:00,0
TXN0001675,6899.67,grocery,debit,Karachi,20,5,0,2024-02-04 21:30:00,0
TXN0001676,11068.48,online,debit,Islamabad,14,2,0,2024-02-04 22:00:00,0
TXN0001677,26748.82,grocery,credit,Lahore,15,4,1,2024-02-04 22:30:00,0
TXN0001678,611.28,atm,withdrawal,Lahore,11,2,1,2024-02-04 23:00:00,0
TXN0001679,439.32,online,debit,Karachi,18,3,0,2024-02-04 23:30:00,0
TXN0001680,22187.16,online,credit,Multan,15,0,0,2024-02-05 00:00:00,0
TXN0001681,236593.84,grocery,debit,Lahore,22,5,0,2024-02-05 00:30:00,1
TXN0001682,7634.08,electronics,debit,Islamabad,12,0,1,2024-02-05 01:00:00,0
TXN0001683,5268.79,travel,transfer,Multan,20,2,1,2024-02-05 01:30:00,0
TXN0001684,786.7,online,transfer,Karachi,19,3,0,2024-02-05 02:00:00,0
TXN0001685,11691.23,grocery,debit,Lahore,14,6,1,2024-02-05 02:30:00,0
TXN0001686,11002.03,grocery,credit,Lahore,13,4,1,2024-02-05 03:00:00,0
TXN0001687,2988.28,electronics,debit,Islamabad,10,6,0,2024-02-05 03:30:00,0
TXN0001688,2925.02,travel,transfer,Lahore,12,3,0,2024-02-05 04:00:00,0
TXN0001689,14553.44,grocery,debit,Islamabad,16,5,1,2024-02-05 04:30:00,0
TXN0001690,600.87,travel,transfer,Quetta,14,3,1,2024-02-05 05:00:00,0
TXN0001691,17036.13,electronics,credit,Multan,19,0,1,2024-02-05 05:30:00,0
TXN0001692,2372.83,travel,debit,Islamabad,11,1,1,2024-02-05 06:00:00,0
TXN0001693,7191.24,electronics,transfer,Peshawar,14,5,1,2024-02-05 06:30:00,0
TXN0001694,21990.25,online,withdrawal,Lahore,12,6,0,2024-02-05 07:00:00,0
TXN0001695,9068.67,grocery,debit,Quetta,18,4,1,2024-02-05 07:30:00,0
TXN0001696,4281.35,grocery,transfer,Multan,20,5,0,2024-02-05 08:00:00,0
TXN0001697,9357.45,travel,transfer,Karachi,9,5,0,2024-02-05 08:30:00,0
TXN0001698,153778.7,electronics,transfer,Peshawar,23,4,1,2024-02-05 09:00:00,1
TXN0001699,2597.63,electronics,withdrawal,Karachi,13,6,0,2024-02-05 09:30:00,0
TXN0001700,237479.67,atm,credit,Peshawar,23,5,1,2024-02-05 10:00:00,1
TXN0001701,11115.68,restaurant,transfer,Quetta,15,0,0,2024-02-05 10:30:00,0
TXN0001702,8278.79,grocery,transfer,Multan,13,3,1,2024-02-05 11:00:00,0
TXN0001703,3511.63,atm,credit,Quetta,15,0,0,2024-02-05 11:30:00,0
TXN0001704,403.28,travel,credit,Quetta,14,3,1,2024-02-05 12:00:00,0
TXN0001705,252.39,electronics,debit,Peshawar,9,1,1,2024-02-05 12:30:00,0
TXN0001706,6462.74,healthcare,transfer,Islamabad,21,5,0,2024-02-05 13:00:00,0
TXN0001707,11484.98,atm,transfer,Multan,13,1,0,2024-02-05 13:30:00,0
TXN0001708,6166.78,healthcare,credit,Karachi,16,2,0,2024-02-05 14:00:00,0
TXN0001709,14700.0,grocery,credit,Islamabad,19,6,1,2024-02-05 14:30:00,0
TXN0001710,271.98,grocery,debit,Islamabad,13,3,0,2024-02-05 15:00:00,0
TXN0001711,3655.15,online,debit,Lahore,11,0,0,2024-02-05 15:30:00,0
TXN0001712,2164.72,online,credit,Karachi,14,0,1,2024-02-05 16:00:00,0
TXN0001713,4743.13,grocery,credit,Peshawar,10,5,1,2024-02-05 16:30:00,0
TXN0001714,601.03,restaurant,transfer,Lahore,12,0,0,2024-02-05 17:00:00,0
TXN0001715,290640.91,online,credit,Lahore,3,2,0,2024-02-05 17:30:00,1
TXN0001716,2021.15,travel,withdrawal,Quetta,17,4,1,2024-02-05 18:00:00,0
TXN0001717,20440.0,online,debit,Peshawar,10,0,1,2024-02-05 18:30:00,0
TXN0001718,376446.71,online,withdrawal,Islamabad,22,5,1,2024-02-05 19:00:00,1
TXN0001719,33882.18,grocery,debit,Multan,16,1,0,2024-02-05 19:30:00,0
TXN0001720,6460.54,healthcare,credit,Islamabad,16,6,0,2024-02-05 20:00:00,0
TXN0001721,21369.84,electronics,credit,Islamabad,17,0,1,2024-02-05 20:30:00,0
TXN0001722,42.91,grocery,debit,Quetta,9,0,1,2024-02-05 21:00:00,0
TXN0001723,11034.19,restaurant,debit,Islamabad,11,0,1,2024-02-05 21:30:00,0
TXN0001724,18668.53,healthcare,debit,Karachi,12,5,0,2024-02-05 22:00:00,0
TXN0001725,1203.98,atm,transfer,Islamabad,10,6,0,2024-02-05 22:30:00,0
TXN0001726,808.52,restaurant,debit,Islamabad,20,4,0,2024-02-05 23:00:00,0
TXN0001727,682909.56,online,withdrawal,Karachi,3,0,0,2024-02-05 23:30:00,1
TXN0001728,21705.98,restaurant,debit,Quetta,8,4,1,2024-02-06 00:00:00,0
TXN0001729,6253.84,grocery,withdrawal,Lahore,13,4,1,2024-02-06 00:30:00,0
TXN0001730,5997.0,atm,debit,Peshawar,21,6,0,2024-02-06 01:00:00,0
TXN0001731,1217.07,online,debit,Quetta,17,6,1,2024-02-06 01:30:00,0
TXN0001732,6.32,grocery,debit,Islamabad,9,2,1,2024-02-06 02:00:00,0
TXN0001733,13291.75,online,transfer,Lahore,16,1,0,2024-02-06 02:30:00,0
TXN0001734,733.19,online,credit,Peshawar,8,0,1,2024-02-06 03:00:00,0
TXN0001735,8037.69,online,debit,Peshawar,18,0,0,2024-02-06 03:30:00,0
TXN0001736,19684.81,grocery,debit,Peshawar,16,0,0,2024-02-06 04:00:00,0
TXN0001737,1872.14,atm,debit,Karachi,14,4,0,2024-02-06 04:30:00,0
TXN0001738,8755.52,grocery,credit,Karachi,18,6,1,2024-02-06 05:00:00,0
TXN0001739,655.74,travel,debit,Lahore,20,3,0,2024-02-06 05:30:00,0
TXN0001740,7405.78,restaurant,transfer,Islamabad,17,1,1,2024-02-06 06:00:00,0
TXN0001741,1432.36,online,credit,Lahore,9,5,1,2024-02-06 06:30:00,0
TXN0001742,10653.04,electronics,transfer,Islamabad,21,0,0,2024-02-06 07:00:00,0
TXN0001743,2867.48,grocery,credit,Quetta,13,3,0,2024-02-06 07:30:00,0
TXN0001744,4979.88,online,debit,Peshawar,15,3,0,2024-02-06 08:00:00,0
TXN0001745,7318.94,healthcare,withdrawal,Peshawar,9,6,0,2024-02-06 08:30:00,0
TXN0001746,1502.92,restaurant,debit,Karachi,12,3,0,2024-02-06 09:00:00,0
TXN0001747,10827.14,atm,credit,Quetta,20,1,1,2024-02-06 09:30:00,0
TXN0001748,2883.63,grocery,transfer,Multan,19,3,1,2024-02-06 10:00:00,0
TXN0001749,8686.48,grocery,debit,Quetta,18,5,1,2024-02-06 10:30:00,0
TXN0001750,1378.49,grocery,debit,Islamabad,13,0,0,2024-02-06 11:00:00,0
TXN0001751,9321.03,electronics,debit,Quetta,10,5,0,2024-02-06 11:30:00,0
TXN0001752,1097.45,grocery,debit,Karachi,21,0,1,2024-02-06 12:00:00,0
TXN0001753,4432.04,grocery,debit,Islamabad,19,2,0,2024-02-06 12:30:00,0
TXN0001754,696084.26,online,debit,Lahore,0,4,1,2024-02-06 13:00:00,1
TXN0001755,11038.53,electronics,debit,Islamabad,18,3,1,2024-02-06 13:30:00,0
TXN0001756,2430.87,online,transfer,Lahore,13,5,1,2024-02-06 14:00:00,0
TXN0001757,17077.42,restaurant,credit,Multan,10,4,0,2024-02-06 14:30:00,0
TXN0001758,17791.69,online,credit,Islamabad,9,4,0,2024-02-06 15:00:00,0
TXN0001759,1749.64,atm,credit,Peshawar,8,4,1,2024-02-06 15:30:00,0
TXN0001760,7612.15,atm,transfer,Multan,21,4,0,2024-02-06 16:00:00,0
TXN0001761,734.45,electronics,transfer,Lahore,15,4,0,2024-02-06 16:30:00,0
TXN0001762,3974.55,grocery,transfer,Karachi,8,0,0,2024-02-06 17:00:00,0
TXN0001763,9995.16,grocery,transfer,Multan,19,1,1,2024-02-06 17:30:00,0
TXN0001764,8616.92,electronics,debit,Multan,12,3,1,2024-02-06 18:00:00,0
TXN0001765,7840.25,online,credit,Multan,18,3,1,2024-02-06 18:30:00,0
TXN0001766,2656.31,restaurant,credit,Lahore,13,0,1,2024-02-06 19:00:00,0
TXN0001767,3798.84,healthcare,credit,Lahore,18,5,1,2024-02-06 19:30:00,0
TXN0001768,869.12,grocery,credit,Islamabad,19,0,0,2024-02-06 20:00:00,0
TXN0001769,10155.85,healthcare,debit,Peshawar,19,6,1,2024-02-06 20:30:00,0
TXN0001770,5607.64,electronics,debit,Multan,10,4,0,2024-02-06 21:00:00,0
TXN0001771,9869.02,atm,withdrawal,Islamabad,21,1,1,2024-02-06 21:30:00,0
TXN0001772,2290.2,grocery,credit,Islamabad,14,3,0,2024-02-06 22:00:00,0
TXN0001773,3137.69,grocery,debit,Peshawar,9,5,0,2024-02-06 22:30:00,0
TXN0001774,3254.31,electronics,debit,Islamabad,14,2,1,2024-02-06 23:00:00,0
TXN0001775,208.64,restaurant,credit,Peshawar,9,0,0,2024-02-06 23:30:00,0
TXN0001776,3336.84,grocery,credit,Karachi,12,2,0,2024-02-07 00:00:00,0
TXN0001777,13008.79,grocery,credit,Peshawar,14,3,0,2024-02-07 00:30:00,0
TXN0001778,18207.43,restaurant,debit,Quetta,18,0,0,2024-02-07 01:00:00,0
TXN0001779,5842.11,restaurant,debit,Peshawar,18,3,0,2024-02-07 01:30:00,0
TXN0001780,4863.12,grocery,debit,Peshawar,21,0,0,2024-02-07 02:00:00,0
TXN0001781,250.48,atm,transfer,Quetta,10,5,1,2024-02-07 02:30:00,0
TXN0001782,16909.24,electronics,debit,Peshawar,21,3,0,2024-02-07 03:00:00,0
TXN0001783,104.76,electronics,debit,Lahore,18,6,1,2024-02-07 03:30:00,0
TXN0001784,23167.11,travel,transfer,Islamabad,11,2,0,2024-02-07 04:00:00,0
TXN0001785,5374.47,travel,transfer,Islamabad,8,1,0,2024-02-07 04:30:00,0
TXN0001786,3347.61,online,debit,Karachi,10,5,0,2024-02-07 05:00:00,0
TXN0001787,20639.2,online,transfer,Karachi,16,6,0,2024-02-07 05:30:00,0
TXN0001788,197.55,travel,withdrawal,Quetta,17,5,0,2024-02-07 06:00:00,0
TXN0001789,6967.19,atm,withdrawal,Lahore,12,0,0,2024-02-07 06:30:00,0
TXN0001790,6369.11,atm,transfer,Karachi,15,2,0,2024-02-07 07:00:00,0
TXN0001791,1980.72,travel,transfer,Islamabad,9,3,0,2024-02-07 07:30:00,0
TXN0001792,4481.35,grocery,debit,Karachi,10,2,1,2024-02-07 08:00:00,0
TXN0001793,8450.49,online,credit,Karachi,14,5,1,2024-02-07 08:30:00,0
TXN0001794,10390.11,atm,credit,Peshawar,21,0,1,2024-02-07 09:00:00,0
TXN0001795,5.74,online,credit,Karachi,17,2,1,2024-02-07 09:30:00,0
TXN0001796,22098.37,online,credit,Quetta,11,6,0,2024-02-07 10:00:00,0
TXN0001797,1438.04,grocery,transfer,Islamabad,16,3,0,2024-02-07 10:30:00,0
TXN0001798,2128.2,online,withdrawal,Quetta,21,4,0,2024-02-07 11:00:00,0
TXN0001799,2446.48,electronics,debit,Quetta,14,5,1,2024-02-07 11:30:00,0
TXN0001800,308.43,restaurant,debit,Multan,21,1,1,2024-02-07 12:00:00,0
TXN0001801,1050.46,online,credit,Lahore,18,1,1,2024-02-07 12:30:00,0
TXN0001802,34352.08,electronics,debit,Multan,19,5,0,2024-02-07 13:00:00,0
TXN0001803,3029.22,travel,credit,Multan,8,4,0,2024-02-07 13:30:00,0
TXN0001804,980.06,atm,debit,Peshawar,11,0,1,2024-02-07 14:00:00,0
TXN0001805,905.27,electronics,credit,Quetta,17,2,0,2024-02-07 14:30:00,0
TXN0001806,10168.31,online,credit,Lahore,18,2,0,2024-02-07 15:00:00,0
TXN0001807,15424.41,online,debit,Islamabad,13,4,0,2024-02-07 15:30:00,0
TXN0001808,2375.96,atm,debit,Islamabad,13,6,1,2024-02-07 16:00:00,0
TXN0001809,169.05,grocery,debit,Lahore,17,4,0,2024-02-07 16:30:00,0
TXN0001810,2019.45,online,debit,Quetta,13,3,1,2024-02-07 17:00:00,0
TXN0001811,465.4,restaurant,transfer,Quetta,12,3,1,2024-02-07 17:30:00,0
TXN0001812,873.12,healthcare,credit,Peshawar,10,1,0,2024-02-07 18:00:00,0
TXN0001813,4518.15,online,debit,Peshawar,9,0,0,2024-02-07 18:30:00,0
TXN0001814,2090.07,healthcare,credit,Multan,10,0,0,2024-02-07 19:00:00,0
TXN0001815,751096.64,online,debit,Islamabad,0,6,1,2024-02-07 19:30:00,1
TXN0001816,2338.81,travel,transfer,Peshawar,10,4,1,2024-02-07 20:00:00,0
TXN0001817,22579.25,online,debit,Lahore,10,1,0,2024-02-07 20:30:00,0
TXN0001818,18910.92,grocery,transfer,Islamabad,8,1,0,2024-02-07 21:00:00,0
TXN0001819,6692.56,travel,credit,Quetta,9,3,1,2024-02-07 21:30:00,0
TXN0001820,3500.9,travel,credit,Islamabad,18,2,1,2024-02-07 22:00:00,0
TXN0001821,3839.1,atm,transfer,Karachi,19,6,1,2024-02-07 22:30:00,0
TXN0001822,4246.22,atm,transfer,Islamabad,10,0,1,2024-02-07 23:00:00,0
TXN0001823,10403.26,online,withdrawal,Peshawar,9,6,1,2024-02-07 23:30:00,0
TXN0001824,4806.57,electronics,credit,Lahore,15,1,0,2024-02-08 00:00:00,0
TXN0001825,15544.19,grocery,debit,Quetta,13,3,1,2024-02-08 00:30:00,0
TXN0001826,23072.78,electronics,transfer,Quetta,14,3,1,2024-02-08 01:00:00,0
TXN0001827,175674.9,online,debit,Peshawar,2,3,0,2024-02-08 01:30:00,1
TXN0001828,6580.48,electronics,transfer,Peshawar,13,6,1,2024-02-08 02:00:00,0
TXN0001829,799.06,travel,transfer,Peshawar,9,2,1,2024-02-08 02:30:00,0
TXN0001830,647330.42,electronics,withdrawal,Karachi,3,1,0,2024-02-08 03:00:00,1
TXN0001831,4268.19,atm,transfer,Lahore,13,4,1,2024-02-08 03:30:00,0
TXN0001832,1847.42,restaurant,debit,Karachi,10,4,0,2024-02-08 04:00:00,0
TXN0001833,16736.03,online,credit,Peshawar,14,3,1,2024-02-08 04:30:00,0
TXN0001834,1378.52,electronics,debit,Lahore,10,3,1,2024-02-08 05:00:00,0
TXN0001835,4865.46,travel,debit,Peshawar,16,2,0,2024-02-08 05:30:00,0
TXN0001836,7445.13,grocery,credit,Lahore,10,3,1,2024-02-08 06:00:00,0
TXN0001837,9417.71,grocery,debit,Quetta,14,5,1,2024-02-08 06:30:00,0
TXN0001838,3863.99,grocery,transfer,Karachi,19,1,0,2024-02-08 07:00:00,0
TXN0001839,16266.52,grocery,withdrawal,Multan,11,3,1,2024-02-08 07:30:00,0
TXN0001840,6720.55,grocery,credit,Peshawar,15,3,1,2024-02-08 08:00:00,0
TXN0001841,4631.52,grocery,debit,Peshawar,21,1,1,2024-02-08 08:30:00,0
TXN0001842,556.86,grocery,transfer,Islamabad,9,0,1,2024-02-08 09:00:00,0
TXN0001843,4999.27,online,transfer,Multan,15,5,1,2024-02-08 09:30:00,0
TXN0001844,13751.16,healthcare,transfer,Quetta,16,5,0,2024-02-08 10:00:00,0
TXN0001845,7626.56,restaurant,credit,Peshawar,20,4,1,2024-02-08 10:30:00,0
TXN0001846,14278.07,grocery,transfer,Karachi,15,3,1,2024-02-08 11:00:00,0
TXN0001847,5449.93,travel,debit,Quetta,13,1,0,2024-02-08 11:30:00,0
TXN0001848,1008.69,restaurant,withdrawal,Peshawar,17,4,0,2024-02-08 12:00:00,0
TXN0001849,109.87,grocery,withdrawal,Karachi,8,6,0,2024-02-08 12:30:00,0
TXN0001850,2890.28,atm,transfer,Islamabad,14,6,0,2024-02-08 13:00:00,0
TXN0001851,9578.37,online,debit,Islamabad,8,2,1,2024-02-08 13:30:00,0
TXN0001852,12495.09,restaurant,transfer,Karachi,14,6,1,2024-02-08 14:00:00,0
TXN0001853,2805.01,restaurant,credit,Quetta,21,6,1,2024-02-08 14:30:00,0
TXN0001854,5475.94,online,credit,Karachi,9,0,1,2024-02-08 15:00:00,0
TXN0001855,4373.27,online,transfer,Multan,15,3,1,2024-02-08 15:30:00,0
TXN0001856,4228.15,grocery,debit,Karachi,9,0,1,2024-02-08 16:00:00,0
TXN0001857,2104.94,grocery,debit,Islamabad,10,3,1,2024-02-08 16:30:00,0
TXN0001858,1172.9,travel,transfer,Islamabad,20,3,0,2024-02-08 17:00:00,0
TXN0001859,1752.1,grocery,transfer,Islamabad,19,3,1,2024-02-08 17:30:00,0
TXN0001860,455.38,grocery,transfer,Multan,10,0,0,2024-02-08 18:00:00,0
TXN0001861,1766.48,electronics,debit,Peshawar,8,5,0,2024-02-08 18:30:00,0
TXN0001862,73.95,restaurant,transfer,Multan,12,2,0,2024-02-08 19:00:00,0
TXN0001863,7894.96,grocery,debit,Peshawar,12,5,1,2024-02-08 19:30:00,0
TXN0001864,285277.34,electronics,transfer,Multan,0,1,1,2024-02-08 20:00:00,1
TXN0001865,28938.34,travel,debit,Lahore,12,1,0,2024-02-08 20:30:00,0
TXN0001866,1722.56,online,transfer,Peshawar,21,6,1,2024-02-08 21:00:00,0
TXN0001867,3395.09,grocery,credit,Quetta,20,5,1,2024-02-08 21:30:00,0
TXN0001868,3543.36,healthcare,withdrawal,Quetta,16,2,0,2024-02-08 22:00:00,0
TXN0001869,67.9,online,credit,Islamabad,13,6,0,2024-02-08 22:30:00,0
TXN0001870,14621.15,online,credit,Multan,13,2,1,2024-02-08 23:00:00,0
TXN0001871,260.14,grocery,debit,Karachi,10,3,0,2024-02-08 23:30:00,0
TXN0001872,22531.3,travel,transfer,Islamabad,12,3,0,2024-02-09 00:00:00,0
TXN0001873,17810.5,atm,credit,Karachi,17,1,0,2024-02-09 00:30:00,0
TXN0001874,6134.73,grocery,debit,Multan,14,3,1,2024-02-09 01:00:00,0
TXN0001875,6275.01,electronics,credit,Islamabad,10,6,1,2024-02-09 01:30:00,0
TXN0001876,8485.4,grocery,transfer,Islamabad,9,3,0,2024-02-09 02:00:00,0
TXN0001877,3915.78,healthcare,debit,Quetta,12,2,0,2024-02-09 02:30:00,0
TXN0001878,8335.34,grocery,debit,Karachi,10,0,1,2024-02-09 03:00:00,0
TXN0001879,366.41,restaurant,credit,Lahore,12,5,1,2024-02-09 03:30:00,0
TXN0001880,444.5,electronics,transfer,Lahore,16,4,1,2024-02-09 04:00:00,0
TXN0001881,4888.56,online,debit,Islamabad,18,4,1,2024-02-09 04:30:00,0
TXN0001882,6381.35,online,withdrawal,Multan,17,3,1,2024-02-09 05:00:00,0
TXN0001883,17501.04,grocery,withdrawal,Islamabad,8,3,1,2024-02-09 05:30:00,0
TXN0001884,884.42,travel,debit,Quetta,11,5,0,2024-02-09 06:00:00,0
TXN0001885,13836.95,electronics,debit,Karachi,17,4,0,2024-02-09 06:30:00,0
TXN0001886,1886.26,grocery,transfer,Islamabad,12,2,0,2024-02-09 07:00:00,0
TXN0001887,4008.11,atm,withdrawal,Multan,9,4,1,2024-02-09 07:30:00,0
TXN0001888,3045.43,grocery,transfer,Lahore,19,4,0,2024-02-09 08:00:00,0
TXN0001889,567535.17,online,credit,Karachi,3,6,0,2024-02-09 08:30:00,1
TXN0001890,1304.82,electronics,debit,Islamabad,8,4,0,2024-02-09 09:00:00,0
TXN0001891,5602.5,grocery,credit,Karachi,21,3,0,2024-02-09 09:30:00,0
