customer_number,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
C000765,657,25,9,76715.86,3,1,0,181569.05,Karachi,Male,0
C000766,653,25,1,207213.54,1,1,1,327176.37,Lahore,Female,0
C000767,692,69,2,426264.86,1,0,0,427152.16,Lahore,Male,0
C000768,468,37,9,485900.9,3,1,0,217562.11,Islamabad,Female,1
C000769,530,68,9,332715.09,3,1,0,403236.46,Lahore,Male,0
C000770,788,47,2,460970.52,3,0,0,297437.32,Lahore,Female,0
C000771,387,27,3,66024.62,1,0,1,359444.53,Karachi,Female,0
C000772,735,58,5,487530.26,3,0,0,370722.62,Lahore,Female,0
C000773,582,43,2,16753.25,1,1,1,501524.38,Karachi,Male,0
C000774,418,63,8,263629.64,1,0,0,407542.71,Karachi,Female,0
C000775,431,60,1,145504.16,3,1,1,188011.75,Islamabad,Female,0
C000776,467,28,6,406954.55,3,1,1,73378.43,Karachi,Female,0
C000777,658,63,5,108771.82,3,0,1,41111.9,Karachi,Male,0
C000778,399,51,1,5765.02,1,0,1,546473.74,Karachi,Male,1
C000779,506,31,10,207304.73,2,1,0,567581.63,Lahore,Male,0
C000780,423,36,2,32054.0,3,1,1,92702.43,Islamabad,Male,0
C000781,839,27,5,145046.28,2,1,1,312750.03,Quetta,Female,0
C000782,532,45,9,321873.85,2,1,0,124893.31,Islamabad,Male,0
C000783,455,23,3,147351.59,2,0,1,571299.49,Lahore,Female,0
C000784,538,61,0,122896.61,4,0,1,178226.21,Karachi,Male,0
C000785,655,36,0,77747.83,2,0,0,320922.37,Karachi,Male,0
C000786,621,42,2,67586.14,2,0,1,132747.31,Lahore,Female,0
C000787,436,39,7,262928.69,1,1,0,226346.21,Lahore,Female,0
C000788,699,26,10,340753.51,4,1,1,189411.56,Islamabad,Female,0
C000789,675,46,3,226366.6,1,0,1,306238.58,Karachi,Female,0
C000790,521,57,10,61801.55,1,0,1,275077.9,Karachi,Female,0
C000791,601,31,0,323878.15,2,1,0,225246.76,Karachi,Female,0
C000792,705,67,7,278560.95,1,1,1,99291.47,Islamabad,Female,0
C000793,817,44,9,190637.73,3,1,0,311312.73,Karachi,Female,0
C000794,493,45,5,165023.44,2,0,1,516116.49,Lahore,Male,0
C000795,633,66,0,91576.45,3,0,1,448925.07,Karachi,Female,0
C000796,534,31,9,73149.73,2,1,1,443521.94,Lahore,Female,0
C000797,503,27,9,169385.85,2,0,1,245011.37,Karachi,Male,0
C000798,691,34,5,20815.56,2,1,0,436714.69,Karachi,Male,0
C000799,467,42,0,218313.71,4,0,0,300697.63,Karachi,Female,0
C000800,616,53,9,300786.96,2,1,0,124154.61,Karachi,Male,1
C000801,734,64,9,470827.14,3,0,1,274667.86,Karachi,Female,0
C000802,674,36,2,312914.07,2,1,0,114333.63,Islamabad,Male,0
C000803,604,23,1,312038.02,2,0,0,104110.38,Karachi,Male,1
C000804,590,36,3,187207.4,1,1,1,52913.21,Karachi,Male,0
C000805,520,38,1,66658.58,2,1,0,198398.41,Lahore,Male,1
C000806,779,41,10,223468.83,2,1,1,225289.88,Islamabad,Female,0
C000807,454,71,4,299338.16,2,1,1,431688.48,Karachi,Female,0
C000808,839,27,3,362016.8,2,0,0,341282.68,Lahore,Male,0
C000809,385,36,5,413043.39,2,1,0,520731.84,Islamabad,Male,0
C000810,415,38,6,127964.05,2,1,1,138823.55,Karachi,Male,0
C000811,534,47,1,120610.04,4,1,1,188935.72,Lahore,Female,0
C000812,739,43,1,282649.93,3,0,1,567002.62,Karachi,Male,0
C000813,539,30,7,283007.59,4,1,1,288665.34,Karachi,Male,0
C000814,504,33,8,108973.9,3,0,0,481868.53,Quetta,Male,0
C000815,730,43,4,293737.66,4,1,1,315613.88,Karachi,Female,0
C000816,759,44,6,172939.42,2,1,0,303807.97,Karachi,Male,0
C000817,576,58,8,319657.46,4,1,1,122945.12,Quetta,Male,1
C000818,490,35,0,145522.36,3,1,0,516671.78,Islamabad,Female,1
C000819,425,45,7,296145.9,1,0,1,83878.96,Lahore,Female,1
C000820,495,29,9,384155.02,1,0,1,213746.21,Islamabad,Female,0
C000821,387,47,9,490079.39,2,1,0,417142.12,Islamabad,Male,0
C000822,839,53,8,455534.03,2,1,1,324064.23,Islamabad,Male,0
C000823,611,49,8,251769.37,3,1,0,533571.86,Karachi,Female,0
C000824,475,53,9,244174.54,1,0,1,62006.85,Lahore,Male,1
C000825,441,43,6,218850.0,2,1,1,403668.21,Karachi,Male,0
C000826,633,70,9,13875.3,4,0,1,307380.66,Karachi,Male,0
C000827,694,30,2,82977.25,4,0,0,126414.62,Lahore,Female,0
C000828,610,24,4,29594.54,1,1,1,456221.07,Lahore,Female,0
C000829,792,46,1,348177.54,3,0,0,270331.84,Karachi,Female,0
C000830,812,60,10,206617.33,2,1,1,337685.87,Karachi,Male,0
C000831,716,33,9,31884.94,2,0,0,581669.0,Lahore,Female,0
C000832,457,50,2,345287.54,2,1,0,312288.85,Lahore,Male,0
C000833,806,24,9,322217.93,1,1,1,501088.8,Peshawar,Male,0
C000834,394,62,6,359981.42,4,1,1,470963.41,Islamabad,Female,0
C000835,717,67,0,299917.06,3,1,1,411142.57,Quetta,Male,0
C000836,786,44,2,80769.78,1,1,1,542214.8,Lahore,Male,0
C000837,351,44,4,30696.15,1,1,0,180896.92,Islamabad,Female,0
C000838,782,39,10,408570.49,2,0,0,499631.89,Peshawar,Male,0
C000839,550,32,3,107904.5,4,0,1,251560.99,Islamabad,Female,0
C000840,439,57,2,271264.62,3,0,0,494994.9,Islamabad,Female,1
C000841,564,47,5,242608.51,3,1,1,316521.66,Lahore,Female,0
C000842,464,29,5,460526.27,2,1,1,520317.18,Karachi,Female,0
C000843,668,49,3,276219.88,3,1,1,541112.38,Peshawar,Female,0
C000844,441,39,8,290008.44,4,1,1,374680.57,Islamabad,Male,0
C000845,675,34,10,159752.52,2,1,1,324271.1,Islamabad,Male,0
C000846,535,57,5,479347.35,2,1,0,478636.88,Karachi,Female,1
C000847,609,63,8,306186.91,4,0,1,189512.27,Karachi,Male,0
C000848,507,61,10,2490.19,3,1,0,48595.26,Lahore,Female,0
C000849,406,65,9,278041.13,4,1,1,267972.97,Islamabad,Male,0
C000850,396,33,9,181932.69,3,1,1,324353.51,Peshawar,Male,0
C000851,751,43,1,16056.1,3,1,1,206467.12,Karachi,Male,0
C000852,571,23,5,215774.89,3,1,1,254682.65,Islamabad,Male,0
C000853,824,61,3,386783.24,4,0,0,114512.61,Karachi,Female,1
C000854,457,49,1,251894.73,4,1,0,195282.35,Lahore,Female,1
C000855,700,34,4,319729.54,1,1,1,174453.39,Lahore,Male,0
C000856,649,54,2,319870.73,4,0,1,208552.64,Islamabad,Female,0
C000857,529,24,5,335509.65,2,0,1,207470.3,Peshawar,Female,0
C000858,526,55,10,193798.1,2,1,1,353022.29,Karachi,Female,0
C000859,836,44,7,185002.42,2,0,0,180334.29,Lahore,Female,1
C000860,763,53,3,2292.27,2,0,0,566938.31,Lahore,Male,0
C000861,529,41,3,77111.23,1,1,1,326313.91,Karachi,Male,0
C000862,386,49,4,475405.11,4,0,0,112220.96,Quetta,Female,0
C000863,412,29,5,421208.36,4,1,0,196579.51,Peshawar,Female,0
C000864,617,24,10,137554.22,3,0,1,448664.2,Karachi,Female,0
C000865,622,51,6,200595.97,4,1,0,47649.06,Lahore,Female,0
C000866,639,46,5,469960.66,3,1,1,565178.07,Karachi,Female,0
C000867,761,51,6,125222.24,3,0,0,289299.08,Lahore,Female,0
C000868,737,50,8,266266.48,2,0,0,331804.25,Islamabad,Female,0
C000869,703,68,3,11039.89,1,1,1,593510.85,Karachi,Male,0
C000870,651,51,9,309867.42,1,1,0,321905.73,Peshawar,Male,0
C000871,619,55,0,465036.8,4,0,0,570736.64,Lahore,Female,1
C000872,618,46,8,442371.69,3,1,0,552529.42,Quetta,Male,0
C000873,846,38,6,250984.61,2,0,0,567136.7,Karachi,Male,1
C000874,791,45,3,324820.99,3,0,0,494928.91,Islamabad,Female,0
C000875,654,59,9,284899.1,2,0,1,205982.93,Islamabad,Male,0
C000876,595,49,7,33487.12,3,1,1,233974.19,Karachi,Female,0
C000877,527,54,6,79361.74,4,1,0,244391.08,Karachi,Female,0
C000878,416,57,1,481908.66,4,0,1,588341.27,Peshawar,Male,0
C000879,626,28,0,127984.35,3,0,0,242023.08,Lahore,Male,0
C000880,557,44,8,192224.61,1,1,0,100866.01,Lahore,Female,0
C000881,656,67,6,254472.15,2,1,1,475864.18,Peshawar,Male,0
C000882,387,47,9,489566.06,1,1,0,244995.44,Karachi,Male,0
C000883,468,35,0,344996.75,1,0,1,387724.11,Lahore,Female,0
C000884,375,63,3,314799.25,3,0,0,557641.83,Islamabad,Female,0
C000885,355,49,4,262199.99,2,1,0,362283.12,Lahore,Male,0
C000886,623,45,4,350337.21,2,0,1,397112.1,Karachi,Female,0
C000887,582,28,4,332007.95,4,0,0,400003.04,Lahore,Female,0
C000888,463,69,10,451420.45,3,1,1,382943.54,Islamabad,Male,0
C000889,483,57,2,270917.65,3,0,1,129470.85,Lahore,Female,0
C000890,774,60,4,210751.29,3,1,0,295592.63,Islamabad,Male,0
C000891,662,36,3,403581.01,4,1,0,44291.85,Karachi,Male,0
C000892,527,70,4,399891.67,4,1,1,390708.29,Islamabad,Female,0
C000893,374,24,6,84918.22,2,1,0,362200.65,Lahore,Female,0
C000894,397,69,4,118396.0,4,0,0,218156.84,Quetta,Male,1
C000895,629,23,7,479319.13,3,1,1,333381.48,Karachi,Female,0
C000896,763,28,7,222054.77,3,1,0,316112.36,Lahore,Male,0
C000897,692,37,2,259830.35,1,1,0,180512.52,Karachi,Male,0
C000898,650,42,4,155080.06,4,0,1,204241.03,Lahore,Male,0
C000899,648,30,3,240535.51,3,0,0,467022.96,Karachi,Male,1
C000900,421,33,4,371678.3,3,0,0,463210.1,Islamabad,Male,0
C000901,789,50,7,241172.55,2,0,0,303078.0,Peshawar,Female,0
C000902,846,45,3,157392.34,4,1,0,441805.01,Karachi,Male,0
C000903,550,54,4,48000.5,3,0,0,292448.72,Karachi,Male,0
C000904,675,35,6,464130.76,2,0,0,516769.46,Peshawar,Female,0
C000905,382,64,2,435828.91,1,0,1,226371.74,Lahore,Male,1
C000906,446,39,5,395682.47,1,1,0,559283.8,Lahore,Female,0
C000907,394,26,8,347035.48,2,1,0,343678.84,Karachi,Male,1
C000908,612,36,10,257754.94,4,1,0,339985.2,Lahore,Male,0
C000909,711,28,3,448698.39,3,1,1,415653.82,Karachi,Female,0
C000910,751,46,3,395850.76,4,0,0,230879.37,Islamabad,Male,0
C000911,419,35,5,408005.42,2,0,1,445624.56,Lahore,Male,0
C000912,650,61,5,154775.24,3,0,1,219438.06,Islamabad,Male,0
C000913,642,57,2,211729.14,3,0,1,262621.74,Karachi,Male,0
C000914,754,56,0,353401.13,3,0,1,417833.92,Lahore,Female,0
C000915,567,65,2,185531.15,4,1,1,251931.5,Karachi,Male,0
C000916,556,71,7,246987.33,4,0,0,151985.51,Peshawar,Female,0
C000917,521,45,7,323256.48,2,1,0,528264.82,Lahore,Female,0
C000918,595,36,5,218879.2,1,1,0,556407.01,Karachi,Male,1
C000919,763,32,6,396519.8,2,1,0,390969.39,Karachi,Female,1
C000920,744,45,1,58139.42,3,0,1,494244.43,Karachi,Female,0
C000921,605,32,8,359028.25,2,0,1,592525.32,Karachi,Female,0
C000922,613,65,2,72605.03,1,1,1,384273.86,Lahore,Male,1
C000923,738,38,1,468919.83,2,0,1,548923.88,Karachi,Male,0
C000924,613,27,4,157018.84,1,0,1,241182.66,Quetta,Male,0
C000925,354,42,0,397716.18,1,0,1,432264.56,Karachi,Male,0
C000926,359,29,4,260708.49,3,0,0,71251.06,Islamabad,Male,0
C000927,620,36,9,45543.53,1,1,0,481824.07,Karachi,Female,0
C000928,579,53,3,291293.43,4,0,0,504689.76,Karachi,Male,0
C000929,661,31,5,456088.87,2,0,0,264658.24,Quetta,Female,0
C000930,719,49,4,78617.2,2,0,1,397814.81,Islamabad,Male,1
C000931,404,36,8,160653.47,4,1,1,520682.22,Lahore,Female,0
C000932,736,33,4,219579.34,4,1,1,534820.57,Islamabad,Female,0
C000933,390,64,7,137526.53,3,0,0,99657.65,Quetta,Male,1
C000934,487,39,1,471889.74,2,0,0,503393.14,Lahore,Female,1
C000935,740,58,2,188750.13,4,0,0,193576.28,Karachi,Male,0
C000936,796,65,2,329031.03,3,0,0,447291.86,Karachi,Female,0
C000937,464,45,2,111958.38,2,1,0,222091.93,Islamabad,Female,0
C000938,412,58,5,109852.97,2,1,0,71544.62,Islamabad,Male,0
C000939,693,50,6,87924.67,4,1,1,157527.6,Islamabad,Female,0
C000940,759,31,6,217406.13,1,1,0,268856.19,Karachi,Male,1
C000941,383,35,6,266429.1,1,1,0,455088.03,Peshawar,Male,0
C000942,727,37,2,5374.08,4,1,0,96394.03,Lahore,Male,1
C000943,601,58,0,416461.71,1,0,1,495243.11,Lahore,Male,0
C000944,805,32,5,256376.95,2,1,0,598292.61,Karachi,Female,0
C000945,772,47,2,78604.96,3,1,0,481424.28,Quetta,Male,0
C000946,793,61,2,33646.66,3,1,1,305292.45,Lahore,Female,0
C000947,546,40,2,31599.65,4,0,0,358169.72,Lahore,Male,0
C000948,705,39,8,128821.74,3,1,0,43449.88,Peshawar,Female,0
C000949,712,51,3,249646.07,4,1,1,157193.35,Peshawar,Male,1
C000950,759,53,4,430119.77,1,1,1,543433.35,Karachi,Male,0
C000951,601,44,2,451482.71,2,1,0,52168.47,Peshawar,Female,0
C000952,411,33,9,416163.96,1,0,1,546685.17,Islamabad,Female,0
C000953,743,34,0,164281.73,4,0,1,103421.46,Karachi,Female,0
C000954,574,42,3,153278.88,2,0,0,114521.51,Karachi,Male,0
C000955,705,42,0,493729.17,2,1,1,138195.95,Lahore,Male,1
C000956,403,50,10,340640.31,2,0,1,487655.78,Lahore,Male,0
C000957,508,50,10,152475.97,1,0,0,307784.48,Islamabad,Male,0
C000958,643,71,6,164540.08,2,0,1,121310.11,Karachi,Male,1
C000959,719,48,6,217322.22,1,0,0,424609.02,Islamabad,Male,1
C000960,374,50,3,310903.35,1,0,1,566785.49,Islamabad,Female,0
C000961,586,36,4,448989.58,2,1,1,360572.83,Lahore,Female,0
C000962,810,68,9,99153.56,4,1,0,95272.0,Peshawar,Female,0
C000963,670,33,6,42201.7,2,1,1,70660.34,Islamabad,Male,0
C000964,449,62,5,202876.06,2,1,1,485688.52,Karachi,Female,1
C000965,577,40,3,122727.74,1,1,1,390606.85,Islamabad,Male,0
C000966,527,33,3,288016.34,2,1,1,556688.11,Quetta,Male,0
C000967,757,44,1,349607.42,4,0,1,346460.08,Karachi,Female,0
C000968,504,26,9,155367.98,2,0,0,74941.43,Quetta,Female,0
C000969,815,47,1,342725.64,4,1,1,266064.64,Karachi,Female,1
C000970,783,31,3,171573.63,3,1,0,408474.79,Lahore,Male,0
C000971,588,43,4,317484.07,3,1,1,255535.8,Islamabad,Female,0
C000972,783,60,3,316530.4,3,1,1,599771.18,Islamabad,Male,0
C000973,492,44,2,139079.85,2,0,0,267012.02,Islamabad,Female,1
C000974,366,32,10,317861.38,1,0,1,345892.23,Lahore,Male,0
C000975,634,49,1,190477.55,4,1,1,166219.54,Islamabad,Male,0
C000976,354,52,3,168227.47,3,1,1,125197.39,Islamabad,Male,0
C000977,360,29,10,144643.87,4,1,1,401371.1,Lahore,Male,0
C000978,557,60,4,172822.63,1,1,0,369623.14,Lahore,Male,1
C000979,785,69,0,393372.45,4,1,0,42429.76,Islamabad,Female,0
C000980,767,49,0,122589.41,4,1,1,199477.66,Karachi,Male,0
C000981,430,37,5,340993.7,3,0,0,400404.56,Lahore,Female,0
C000982,382,67,4,450310.29,4,0,0,494859.63,Karachi,Female,0
C000983,847,68,10,175214.47,3,0,1,214926.45,Islamabad,Female,1
C000984,654,52,3,14756.03,1,0,1,402564.37,Karachi,Male,0
C000985,726,62,0,12303.01,3,1,0,188544.44,Lahore,Female,0
C000986,508,69,6,69751.44,4,0,0,426612.74,Karachi,Male,0
C000987,623,37,3,55022.42,1,0,0,430850.88,Karachi,Male,0
C000988,464,26,2,374042.62,2,1,0,112925.14,Lahore,Female,0
C000989,566,56,6,147425.36,2,0,0,412450.28,Lahore,Male,0
C000990,610,46,1,326254.89,1,0,0,226797.62,Lahore,Female,1
C000991,507,34,9,21227.72,1,0,1,136653.16,Karachi,Male,0
C000992,394,50,0,147870.14,4,1,1,320202.29,Peshawar,Male,0
C000993,469,48,10,117073.12,2,1,0,293286.14,Karachi,Male,0
C000994,564,61,3,138440.26,1,1,1,473369.89,Peshawar,Female,0
C000995,477,38,7,95358.88,2,1,1,87328.69,Islamabad,Female,1
C000996,603,58,5,308958.01,2,0,0,482261.83,Karachi,Male,0
C000997,387,59,8,331336.43,4,1,0,99406.12,Lahore,Male,0
C000998,714,50,0,74232.75,1,1,0,156177.06,Quetta,Male,1
C000999,559,55,0,370572.99,3,1,1,328893.99,Lahore,Female,0
C001000,701,51,10,125022.74,1,0,0,299377.78,Karachi,Female,0
C001001,443,52,4,141461.25,2,0,1,593761.03,Lahore,Female,0
C001002,378,43,5,414404.17,3,0,1,370105.28,Lahore,Female,0
C001003,513,67,7,450582.96,3,0,0,223363.93,Islamabad,Female,0
C001004,486,46,2,412378.16,2,1,1,544083.37,Peshawar,Male,0
C001005,372,25,5,73881.41,3,0,0,214840.38,Karachi,Male,1
C001006,480,56,2,499633.82,3,1,0,193314.36,Karachi,Female,1
C001007,435,62,7,336077.71,1,0,1,316848.21,Karachi,Male,0
C001008,533,71,10,255334.31,2,1,0,551377.88,Quetta,Female,0
C001009,773,65,10,477420.7,4,0,0,436767.98,Lahore,Male,0
C001010,586,30,3,408690.2,3,0,0,419390.6,Peshawar,Male,0
C001011,533,47,1,345871.52,2,0,0,446603.27,Lahore,Male,0
C001012,663,48,8,419198.62,1,0,0,409398.74,Islamabad,Female,0
C001013,508,48,9,192733.29,1,1,0,465485.96,Karachi,Female,0
C001014,819,39,7,342219.22,1,0,1,147946.73,Peshawar,Male,0
C001015,360,51,5,95290.01,3,1,0,139264.64,Lahore,Female,0
C001016,391,66,2,494000.32,4,1,1,242811.47,Islamabad,Male,0
C001017,584,67,1,294490.85,1,0,0,516537.48,Karachi,Male,0
C001018,480,52,3,407118.62,4,0,0,440094.36,Islamabad,Male,0
C001019,534,63,3,203669.94,2,0,1,357225.07,Lahore,Female,0
C001020,363,24,0,379294.41,1,0,1,50890.56,Karachi,Male,0
C001021,651,50,8,193692.45,3,1,0,172049.28,Lahore,Female,1
C001022,603,28,9,295002.54,1,1,0,489967.81,Lahore,Female,0
C001023,496,39,7,389067.41,3,0,1,175792.55,Karachi,Male,0
C001024,729,37,6,58236.96,2,1,1,448962.51,Karachi,Male,0
C001025,409,70,5,178392.93,4,0,1,143395.19,Lahore,Female,0
C001026,764,53,2,272468.47,4,1,1,379565.83,Karachi,Female,0
C001027,641,59,3,166998.85,4,0,0,391798.37,Lahore,Male,0
C001028,509,46,1,154583.62,1,1,1,461101.09,Lahore,Male,0
C001029,796,65,6,140832.04,1,0,0,285471.74,Karachi,Male,1
C001030,375,53,1,113895.91,2,0,1,394297.83,Karachi,Male,0
C001031,414,40,9,424452.28,4,0,0,312703.08,Islamabad,Male,1
C001032,735,24,0,461844.56,2,0,1,570509.31,Karachi,Male,1
C001033,419,56,5,350084.72,3,1,0,332253.21,Islamabad,Female,1
C001034,731,71,3,14999.76,1,0,1,157374.81,Lahore,Male,0
C001035,522,50,7,393116.6,4,0,1,414019.83,Quetta,Female,0
C001036,811,32,0,265969.92,1,1,1,347141.7,Karachi,Female,0
C001037,825,27,8,379055.04,4,1,1,490144.52,Islamabad,Male,0
C001038,574,40,5,218669.19,4,0,0,139070.49,Lahore,Female,0
C001039,502,58,1,20640.96,1,1,1,186126.18,Karachi,Male,1
C001040,389,66,7,340872.49,1,1,1,556112.3,Karachi,Female,1
C001041,495,48,4,222064.25,2,0,1,560814.62,Lahore,Male,0
C001042,715,26,4,437021.75,1,0,0,287663.79,Karachi,Male,0
C001043,447,47,4,369068.97,1,0,0,66740.66,Lahore,Female,1
C001044,597,56,6,179780.87,1,0,1,211670.84,Peshawar,Male,0
C001045,361,40,6,362040.98,3,0,0,178388.69,Lahore,Male,0
C001046,824,38,9,247604.3,3,1,0,272219.04,Lahore,Male,0
C001047,373,56,10,99721.98,3,1,0,217968.35,Islamabad,Male,1
C001048,574,68,6,209943.16,2,0,1,504235.71,Islamabad,Female,0
C001049,594,70,9,111281.2,2,0,0,41700.17,Karachi,Male,0
C001050,812,34,1,2488.26,4,0,0,400993.84,Islamabad,Male,0
C001051,520,35,7,123397.89,2,0,1,411991.33,Lahore,Male,0
C001052,381,51,0,104760.66,1,1,1,409950.88,Karachi,Male,1
C001053,463,69,1,2168.45,4,1,1,331533.02,Karachi,Female,0
C001054,558,64,10,391962.68,1,0,0,382218.28,Karachi,Male,0
C001055,832,38,6,38492.47,4,1,1,493876.81,Lahore,Female,0
C001056,652,58,3,224529.54,2,1,0,479150.2,Karachi,Male,1
C001057,778,36,10,208941.59,3,0,0,59390.21,Lahore,Male,0
C001058,384,39,9,90704.06,1,0,1,57044.46,Lahore,Female,1
C001059,554,69,9,483434.25,4,1,1,509809.1,Islamabad,Female,0
C001060,727,35,8,301866.8,3,1,1,361848.63,Lahore,Male,0
C001061,733,35,10,406756.52,1,1,1,576159.31,Islamabad,Male,0
C001062,742,66,8,248070.28,1,1,1,281691.29,Peshawar,Male,1
C001063,615,54,2,361405.96,3,0,1,138975.42,Peshawar,Male,0
C001064,414,59,2,484889.6,2,1,0,305011.55,Peshawar,Male,1
C001065,792,32,8,174202.71,3,0,1,284464.81,Karachi,Female,0
C001066,447,32,9,252131.93,2,1,0,329619.33,Karachi,Female,0
C001067,534,69,7,257268.45,4,1,0,492450.45,Lahore,Female,0
C001068,587,47,0,495997.41,2,0,0,407127.03,Lahore,Female,1
C001069,834,24,5,116549.57,4,0,0,143754.18,Karachi,Female,0
C001070,822,46,6,337653.75,4,1,0,451307.26,Karachi,Female,0
C001071,819,38,10,69114.84,4,1,0,371461.88,Quetta,Female,0
C001072,615,43,7,463536.77,4,0,1,363854.01,Karachi,Male,0
C001073,823,50,1,295190.96,1,1,0,419823.85,Lahore,Male,0
C001074,752,67,0,429705.76,4,0,0,355820.66,Karachi,Male,0
C001075,581,47,3,447620.77,1,0,0,296207.69,Islamabad,Male,0
C001076,458,55,0,278554.96,1,1,1,398612.96,Lahore,Male,0
C001077,838,47,1,341003.64,4,1,0,445287.16,Karachi,Male,0
C001078,527,30,2,349360.32,2,0,0,166429.49,Quetta,Male,1
C001079,598,61,3,230240.41,2,0,1,318347.94,Islamabad,Female,0
C001080,673,32,5,217419.12,3,0,1,296576.58,Islamabad,Female,0
C001081,709,28,7,93094.11,1,0,1,62345.83,Quetta,Female,0
C001082,354,51,8,191957.28,1,0,0,507285.65,Lahore,Male,0
C001083,506,23,3,495378.47,2,0,1,251333.93,Islamabad,Female,0
C001084,579,51,0,134930.79,1,1,1,80705.97,Karachi,Female,0
C001085,465,25,4,381220.45,2,1,1,296423.49,Islamabad,Female,0
C001086,610,35,4,29673.74,3,0,0,130429.25,Karachi,Female,0
C001087,665,34,8,233734.4,4,1,1,434472.07,Karachi,Male,0
C001088,670,46,5,29205.07,4,0,0,360192.08,Lahore,Male,0
C001089,476,34,4,237899.97,4,0,0,191263.73,Karachi,Female,0
C001090,377,34,9,13776.23,3,0,1,572265.36,Lahore,Male,0
C001091,688,58,9,306647.39,1,1,0,203377.4,Lahore,Male,0
C001092,577,65,4,293254.55,3,1,0,350798.27,Lahore,Male,0
C001093,478,27,7,398921.61,1,0,0,488877.98,Karachi,Male,1
C001094,378,47,10,291643.1,1,0,1,327779.69,Karachi,Female,0
C001095,528,35,0,462999.58,4,1,0,578079.18,Lahore,Male,0
C001096,513,29,4,391552.31,2,1,1,512558.56,Islamabad,Male,0
C001097,509,45,0,66328.26,2,0,0,555770.65,Karachi,Female,0
C001098,669,43,6,132736.59,4,0,1,248713.45,Lahore,Male,0
C001099,747,61,6,13115.3,1,1,0,347079.03,Islamabad,Female,0
C001100,637,60,9,193067.0,3,1,0,510493.13,Karachi,Male,0
C001101,843,70,7,254768.13,4,0,1,545960.02,Lahore,Female,0
C001102,614,42,6,472973.12,4,0,0,568843.6,Karachi,Male,0
C001103,816,64,10,261133.72,3,0,1,532325.12,Peshawar,Male,0
C001104,744,47,8,390514.02,1,0,1,449222.75,Karachi,Male,0
C001105,781,31,7,134012.01,4,0,0,53560.29,Karachi,Female,0
C001106,784,34,7,76579.22,4,0,1,216373.93,Peshawar,Male,0
C001107,737,63,2,405418.13,1,1,0,112204.32,Karachi,Male,0
C001108,646,35,9,123712.57,3,1,1,126664.82,Lahore,Female,0
C001109,374,30,3,435667.56,3,1,1,202908.02,Karachi,Male,0
C001110,494,28,3,84924.94,2,0,1,81854.66,Quetta,Female,0
C001111,524,60,0,425793.27,2,0,0,176097.81,Islamabad,Female,0
C001112,357,52,5,386423.79,3,1,0,575908.15,Lahore,Male,1
C001113,663,71,1,305610.34,2,1,0,214688.4,Karachi,Male,1
C001114,458,37,8,425110.34,2,0,0,129439.32,Karachi,Female,0
C001115,478,29,0,165355.06,1,1,1,442248.1,Lahore,Male,0
C001116,351,69,0,83017.07,4,1,0,503962.88,Karachi,Male,0
C001117,359,36,10,78520.34,2,0,0,215861.2,Lahore,Female,1
C001118,696,46,9,135179.46,2,1,1,195958.49,Lahore,Male,0
C001119,466,68,10,223113.57,1,1,0,175385.35,Islamabad,Female,1
C001120,760,59,5,438011.43,3,1,0,260226.29,Karachi,Male,0
C001121,746,62,0,44767.83,2,0,1,88849.78,Lahore,Female,0
C001122,668,36,2,457621.02,4,0,0,414712.37,Islamabad,Male,0
C001123,360,46,9,462747.36,2,1,0,500446.74,Lahore,Male,1
C001124,747,28,1,363618.2,4,1,0,411662.08,Islamabad,Female,0
C001125,445,47,10,450141.81,3,0,0,275871.83,Karachi,Male,0
C001126,813,29,8,384993.32,2,0,0,201818.86,Islamabad,Male,0
C001127,729,39,4,264150.48,4,0,1,269289.85,Peshawar,Female,0
C001128,442,42,5,300375.11,4,0,0,277348.99,Karachi,Female,0
C001129,451,37,1,314112.24,4,0,0,412971.66,Lahore,Male,0
C001130,447,68,7,63446.64,3,1,0,559713.8,Karachi,Male,0
C001131,631,24,5,96527.07,4,0,0,79528.43,Lahore,Female,0
C001132,802,22,10,261684.36,1,1,0,573878.01,Lahore,Male,0
C001133,816,34,7,57614.16,3,1,0,549712.72,Karachi,Female,0
C001134,644,53,7,482489.65,4,0,0,105930.09,Islamabad,Male,1
C001135,697,33,0,253563.64,3,0,0,142807.62,Islamabad,Female,0
C001136,505,52,6,190043.07,3,0,1,214493.54,Peshawar,Male,0
C001137,494,62,1,78770.02,1,1,0,353412.98,Lahore,Male,1
C001138,770,23,10,208266.95,4,0,0,115306.67,Lahore,Male,0
C001139,713,62,7,151213.09,3,1,0,152187.57,Peshawar,Male,0
C001140,560,29,1,43963.59,3,0,1,545498.16,Lahore,Male,0
C001141,504,46,3,483502.65,4,1,0,101208.35,Islamabad,Male,0
C001142,591,26,1,132489.05,1,1,1,263371.83,Lahore,Female,0
C001143,425,66,6,345235.12,2,0,0,467281.0,Lahore,Male,0
C001144,672,23,4,45661.25,4,0,0,537606.55,Karachi,Female,0
C001145,727,63,10,456584.5,2,1,0,228183.84,Karachi,Male,1
C001146,801,59,10,295375.73,4,1,0,132085.0,Lahore,Female,1
C001147,524,60,8,328436.0,4,0,1,452726.53,Lahore,Female,0
